Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
MN532635,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus kappaplasmoparae
MN532638,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus lambdaplasmoparae
MN532654,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus miplasmoparae
LC413502,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus pyriculariae
MN532629,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus thetaplasmoparae
MN532627,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus zetaplasmoparae
MN605470,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus alphabotrytidis
MW017457,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus alphapestalotiopsis
MN532590,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus alphaplasmoparae
KP900929,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus alphasclerotiniae
MN605477,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus betabotrytidis
MN532643,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus betaplasmoparae
MF444276,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus betasclerotiniae
LN827955,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus botrytidis
MN605479,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus deltabotrytidis
MN532645,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus deltaplasmoparae
MK584842,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus epicocci
MN605480,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus epsilonbotrytidis
MN532646,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus epsilonplasmoparae
MN605482,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus etabotrytidis
MN532668,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus etaplasmoparae
MN605478,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus gammabotrytidis
MN599068 ,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus gammabotrytidis
MN532644,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus gammaplasmoparae
OK634395,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus iotabotrytidis
OK634396,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus kappabotrytidis
MN605483,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus thetabotrytidis
MN605481,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus zetabotrytidis
MN532648,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Botoulivirus,Botoulivirus zetaplasmoparae
MN532651,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Deltascleroulivirus,Deltascleroulivirus alphaplasmoparae
MN532667,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Deltascleroulivirus,Deltascleroulivirus betaplasmoparae
MN605471,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Deltascleroulivirus,Deltascleroulivirus botrytidis
MN971592,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Epsilonscleroulivirus,Epsilonscleroulivirus alphaoryzae
MN532632,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Epsilonscleroulivirus,Epsilonscleroulivirus plasmoparae
MN971591,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Gammascleroulivirus,Gammascleroulivirus alphaoryzae
MN532636,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Gammascleroulivirus,Gammascleroulivirus alphaplasmoparae
MN532637,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Gammascleroulivirus,Gammascleroulivirus betaplasmoparae
MK584845,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus acremonii
MN605472,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphabotrytidis
MN605474,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphabotrytidis
MZ502383,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphaheterobasidion
MT062429,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphamacrophominae
MW423803,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphamellea
MK189195,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphaodothidea
MW117114,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphaoryzae
MT551010,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphaoxyspori
MN532592,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus alphaplasmoparae
MN605473,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus betabotrytidis
MT062430,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus betamacrophominae
MN532593,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus betaplasmoparae
MK584847,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus cladosporii
MN532615,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus cladosporii
MK542706,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus colletotrichi
MN532595,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus deltaplasmoparae
MN532596,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus epsilonplasmoparae
MN532598,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus etaplasmoparae
MN532612,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus fiplasmoparae
MN532594,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus gammaplasmoparae
MN532600,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus iotaplasmoparae
MN532611,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus ipsilonplasmoparae
MN532613,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus jiplasmoparae
MN532601,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus kappaplasmoparae
MN532602,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus lambdaplasmoparae
MN386963,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus malus
MN532603,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus miplasmoparae
MN532604,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus niplasmoparae
MN532616,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus omegaplasmoparae
MN532606,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus omicronplasmoparae
LT593139,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus oryzae
MG887747,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus penicillii
MK584846,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus phaeoacremonii
MN532618,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus phaeoacremonii
MN532620,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus phaeoacremonii
MN532607,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus piplasmoparae
MK584838,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus plasmoparae
MN532617,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus plasmoparae
MN532619,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus plasmoparae
MN532614,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus psiplasmoparae
KP900921,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus rhizoctoniae
MN532608,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus rhoplasmoparae
MN532609,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus sigmaplasmoparae
MN532610,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus tauplasmoparae
MN532599,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus thetaplasmoparae
MN532623,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus viticolae
MN532605,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus xiplasmoparae
MN532597,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Magoulivirus,Magoulivirus zetaplasmoparae
MN605467,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus alphabotrytidis
OL890646,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus alphaerysiphe
MN648455,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus alphaoryzae
MN532669,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus alphaplasmoparae
MK279481,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus aspergilli
MN605468,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus betabotrytidis
MN532670,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus betaplasmoparae
MK584841,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus cladosporii
MN532672,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus deltaplasmoparae
MK584844,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus epicocci
MN532674,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus epsilonplasmoparae
MN532676,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus etaplasmoparae
MN605469,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus gammabotrytidis
MN532671,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus gammaplasmoparae
MN532678,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus iotaplasmoparae
MT062431,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus macrophominae
MN386962,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus malus
MK584837,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus neofusicocci
MK507958,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus oryzae
MK584839,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus penicillii
MK584843,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus phaeoacremonii
MN532673,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus phaeoacremonii
MN473199,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus phomae
KR997836,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus phomopsis
LC413501,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus pyriculariae
MN715322,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus sclerotiniae
MN605475,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus sclerotiniae
MN532677,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus thetaplasmoparae
MN532675,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,Penoulivirus zetaplasmoparae
KT598235,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus alphaglycinae
MT995746,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus alphaoryzae
MW017456,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus alphapestalotiopsis
MN532631,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus alphaplasmoparae
KT598247,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus betaglycinae
MN532652,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus betaglycinae
MN532633,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus betaplasmoparae
MK584840,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus cladosporii
MN532649,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus deltaplasmoparae
MN532650,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus epsilonplasmoparae
MN532655,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus etaplasmoparae
MN532634,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus gammaplasmoparae
MN532657,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus iotaplasmoparae
MN532658,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus kappaplasmoparae
MN532659,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus lambdaplasmoparae
MN532660,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus miplasmoparae
MN532661,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus niplasmoparae
MN736966,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus oidiodendronae
MN532663,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus omicronplasmoparae
MN532664,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus piplasmoparae
LC413503,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus pyriculariae
MN532665,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus rhoplasmoparae
KP900928,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus sclerotiniae
MN532666,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus sigmaplasmoparae
MN532656,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus thetaplasmoparae
MN532662,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus xiplasmoparae
MN532653,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Scleroulivirus,Scleroulivirus zetaplasmoparae
KX883607,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Alphaourmiavirus,Alphaourmiavirus crustaceae
PP173676,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Alphaourmiavirus,Alphaourmiavirus fluminis
KX883508,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Alphaourmiavirus,Alphaourmiavirus octopi
KX883549,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Alphaourmiavirus,Alphaourmiavirus penaeus
KX883515,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Betaourmiavirus,Betaourmiavirus conchyli
PP172563,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Betaourmiavirus,Betaourmiavirus fluminis
KX883578,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Betaourmiavirus,Betaourmiavirus mollusci
PP172404,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Deltaourmiavirus,Deltaourmiavirus fluminis
BK067260,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Epsilonourmiavirus,Epsilonourmiavirus croci
MN831446,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Epsilonourmiavirus,Epsilonourmiavirus lespedezae
MN831445,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Epsilonourmiavirus,Epsilonourmiavirus striata
PP171944,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Etaourmiavirus,Etaourmiavirus agri
PP172054,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Etaourmiavirus,Etaourmiavirus humi
KX883512,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Gammaourmiavirus,Gammaourmiavirus conchyli
PP171834,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Iotaourmiavirus,Iotaourmiavirus agri
OM953858,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Iotaourmiavirus,Iotaourmiavirus fluminis
PP171760,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Iotaourmiavirus,Iotaourmiavirus mollusci
PP173830,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Ourmiaviridae,Kappaourmiavirus,Kappaourmiavirus terrae
